id,title,description,type,release_year,genres,production_countries,Netflix Link,TMDb Trailer,runtime,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,type_netflix
ts91039,The Chef Show,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",SHOW,2019,documentation,US,https://www.netflix.com/watch/81028317,https://www.youtube.com/watch?v=gPtPs22gtOA,26,8.2,5025.0,7.305,7.8,1
ts92547,Rise of Empires: Ottoman,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,SHOW,2020,"documentation, drama, history, war, action",TR,https://www.netflix.com/watch/80990771,https://www.youtube.com/watch?v=t3ISUY0l0WQ,45,7.9,22045.0,14.297,7.2,1
ts113506,The Last Czars,A Chronicled look at the fall of the Romanov dynasty in Russia.,SHOW,2019,"documentation, drama, history, romance, war",GB,https://www.netflix.com/watch/80211648,https://www.youtube.com/watch?v=5wUmTjgxTKE,45,7.3,8096.0,9.163,7.4,1
tm935895,The Life Ahead,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.",MOVIE,2020,"drama, european","US, IT",https://www.netflix.com/watch/81046378,https://www.youtube.com/watch?v=a0ejncDxgCc,94,6.8,14021.0,13.394,6.7,0
ts89744,How to Sell Drugs Online (Fast),"How do you win back your girlfriend from the school drug dealer? For Moritz, the answer is clear: sell better drugs. Out of his teenage bedroom, he joins forces with his best friend Lenny to launch what turns into an unexpectedly successful online drug market. Soon, as accidental drug dealers, they’re faced with standard drug empire problems: meeting demand, quality control, and, most importantly: not getting caught.",SHOW,2019,"drama, comedy, crime, romance",DE,https://www.netflix.com/watch/80218448,https://www.youtube.com/watch?v=3sxg1xXmd0I,32,7.9,30734.0,26.381,8.3,1
ts225912,Biohackers,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,SHOW,2020,"scifi, thriller, drama",DE,https://www.netflix.com/watch/81011660,https://www.youtube.com/watch?v=atHBOUvgBI8,42,6.8,9346.0,11.461,7.5,1
tm893480,Project Power,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",MOVIE,2020,"action, crime, scifi, thriller",US,https://www.netflix.com/watch/80204465,https://www.youtube.com/watch?v=xw1vQgVaYNQ,111,6.0,83973.0,22.48,6.5,0
ts250912,Fear City: New York vs The Mafia,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.",SHOW,2020,"crime, documentation",US,https://www.netflix.com/watch/80218338,https://www.youtube.com/watch?v=d1sv1wETAII,52,7.1,7215.0,10.282,6.9,1
ts190462,Gentefied,The Morales cousins scramble to save their grandfather's taco shop--and pursue their own dreams--as gentrification shakes up their LA neighborhood.,SHOW,2020,"comedy, drama",US,https://www.netflix.com/watch/80198208,https://www.youtube.com/watch?v=1mFgMyqHZCE,30,7.3,2641.0,3.205,7.8,1
ts187541,Hotel Del Luna,"When he's invited to manage a hotel for dead souls, an elite hotelier gets to know the establishment's ancient owner and her strange world.",SHOW,2019,"action, comedy, drama, fantasy, horror, romance, scifi",KR,https://www.netflix.com/watch/81205849,https://www.youtube.com/watch?v=lJ3_1v8sB48,80,8.2,7832.0,32.042,8.7,1
ts89075,Her Private Life,"An art curator's life unravels, as she tries to keep her pastime as a die-hard K-pop fan secret from her gallery's new director.",SHOW,2019,"drama, comedy, romance",KR,https://www.netflix.com/watch/81205812,https://www.youtube.com/watch?v=Ya4jtUE_yf0,74,7.7,3665.0,14.707,7.933,1
tm420455,Rim of the World,"Stranded at a summer camp when aliens attack the planet, four teens with nothing in common embark on a perilous mission to save the world.",MOVIE,2019,"comedy, scifi, action",US,https://www.netflix.com/watch/80218306,https://www.youtube.com/watch?v=xkvBpKHL99k,99,5.2,23651.0,22.933,6.0,0
ts86978,Power Rangers Beast Morphers,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.",SHOW,2019,"animation, scifi, action, comedy, drama, fantasy, thriller",ES,https://www.netflix.com/watch/81192594,https://www.youtube.com/watch?v=SRETgKSXsHQ,23,6.5,585.0,1.802,9.7,1
ts215046,Capitani,"In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.",SHOW,2019,"thriller, crime, drama",LU,https://www.netflix.com/watch/81277858,https://www.youtube.com/watch?v=MNsav6alF3Q,28,6.6,4355.0,28.789,6.715,1
tm846964,A Fall from Grace,"When a law-abiding woman gets indicted for murdering her husband, her lawyer soon realizes that a larger conspiracy may be at work.",MOVIE,2020,"fantasy, thriller, drama",US,https://www.netflix.com/watch/81127902,https://www.youtube.com/watch?v=KxLb3aLb5j4,120,5.8,15029.0,13.235,7.091,0
ts189422,Home for Christmas,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.",SHOW,2019,"comedy, drama, romance",NO,https://www.netflix.com/watch/81083590,https://www.youtube.com/watch?v=_U2m1x5pmKM,29,7.7,13670.0,8.298,7.3,1
ts88151,Quicksand,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.",SHOW,2019,"drama, crime, thriller",SE,https://www.netflix.com/watch/80211703,https://www.youtube.com/watch?v=nr-lJ_MVljw,46,7.5,21077.0,16.469,7.3,1
ts223589,"Sex, Explained","From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",SHOW,2020,documentation,US,https://www.netflix.com/watch/81160763,https://www.youtube.com/watch?v=VT-dwsOUv5s,22,6.9,3177.0,63.817,6.6,1
tm847998,Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",MOVIE,2020,"thriller, horror, fantasy, comedy",US,https://www.netflix.com/watch/80245104,https://www.youtube.com/watch?v=kY3SuNvqQPw,103,5.2,47588.0,18.454,6.0,0
tm814671,Secret Obsession,"Recuperating from trauma, Jennifer remains in danger as she returns to a life she doesn't remember.",MOVIE,2019,"thriller, drama",US,https://www.netflix.com/watch/80998968,https://www.youtube.com/watch?v=Nc6loZU3kjQ,97,4.4,21011.0,18.658,5.5,0
tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,Kimmy's a famous author and she's about to marry a prince! But first she has to foil the Reverend's evil plot. It's your move: What should Kimmy do next?,MOVIE,2020,"comedy, romance, scifi",US,https://www.netflix.com/watch/81131714,https://www.youtube.com/watch?v=LZWmRUxOj9g,80,7.0,5211.0,8.317,6.4,0
ts88721,Special,A gay man with mild cerebral palsy decides to rewrite his identity as an accident victim and finally go after the life he wants.,SHOW,2019,"comedy, drama",US,https://www.netflix.com/watch/80987458,https://www.youtube.com/watch?v=b8S9Gxrp-uI,26,7.6,9202.0,6.88,6.7,1
ts103209,Exhibit A,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.",SHOW,2019,"crime, family, documentation",US,https://www.netflix.com/watch/80245117,https://www.youtube.com/watch?v=cetWb3MbnZ8,36,6.3,1030.0,7.419,7.4,1
ts223240,Itaewon Class,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.",SHOW,2020,"drama, romance",KR,https://www.netflix.com/watch/81193309,https://www.youtube.com/watch?v=NeaHNQJ1kCo,69,8.2,12030.0,36.591,8.5,1
tm465724,See You Yesterday,"As two teen prodigies try to master the art of time travel, a tragic police shooting sends them on a series of dangerous trips to the past.",MOVIE,2019,"drama, action, crime, scifi, thriller",US,https://www.netflix.com/watch/80216758,https://www.youtube.com/watch?v=8MVRWQ1PnMo,87,5.2,10663.0,7.583,5.6,0
ts87008,Turn Up Charlie,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,SHOW,2019,"drama, comedy, music",GB,https://www.netflix.com/watch/80124723,https://www.youtube.com/watch?v=IOsU1RoI6CM,26,7.1,7251.0,5.235,7.2,1
ts89119,The Disappearance of Madeleine McCann,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.",SHOW,2019,"crime, documentation",GB,https://www.netflix.com/watch/80194956,https://www.youtube.com/watch?v=tBnarCTOiCY,59,6.6,10286.0,6.571,6.8,1
tm845415,Miss Americana,"A raw and emotionally revealing look at one of the most iconic artists of our time during a transformational period in her life as she learns to embrace her role not only as a songwriter and performer, but as a woman harnessing the full power of her voice.",MOVIE,2020,"documentation, music",US,https://www.netflix.com/watch/81028336,https://www.youtube.com/watch?v=40RsbcFRwNA,85,7.4,19151.0,16.672,7.9,0
tm922788,The Babysitter: Killer Queen,"Two years after defeating a satanic cult led by his babysitter Bee, Cole's trying to forget his past and focus on surviving high school. But when old enemies unexpectedly return, Cole will once again have to outsmart the forces of evil.",MOVIE,2020,"horror, comedy",US,https://www.netflix.com/watch/81012366,https://www.youtube.com/watch?v=sjBGHSL2CvE,142,5.8,37462.0,83.924,6.4,0
tm459512,To All the Boys: P.S. I Still Love You,Lara Jean and Peter have just taken their romance from pretend to officially real when another recipient of one of her love letters enters the picture.,MOVIE,2020,"romance, comedy, drama",US,https://www.netflix.com/watch/81030842,https://www.youtube.com/watch?v=JUmZ3NfiHDI,102,6.0,37072.0,38.468,6.898,0
tm822246,The Forty-Year-Old Version,"Radha is a down-on-her-luck NY playwright, who is desperate for a breakthrough before 40. Reinventing herself as rapper RadhaMUSPrime, she vacillates between the worlds of Hip Hop and theater in order to find her true voice.",MOVIE,2020,"comedy, drama",US,https://www.netflix.com/watch/80231356,https://www.youtube.com/watch?v=RRpGNnaDzeE,123,7.2,4940.0,11.646,6.9,0
ts251028,Detention,"During the period of martial law in 1960s Taiwan, some teachers and students from Cui Hua High School were arrested for possessing banned books. A female student fell to her death and rumors spread of a ghost haunting the campus. Thirty years later, the draconian culture of the school remains unchanged as a new transfer student uncovers the dark secrets behind the school’s haunting.",SHOW,2020,"drama, horror, thriller",TW,https://www.netflix.com/watch/81329144,https://www.youtube.com/watch?v=e7BBxVtbFTs,49,6.3,496.0,4.759,7.9,1
tm849005,The Willoughbys,"When the four Willoughby children are abandoned by their selfish parents, they must learn how to adapt their Old-Fashioned values to the contemporary world in order to create something new: The Modern Family.",MOVIE,2020,"comedy, animation, drama, family, fantasy",CA,https://www.netflix.com/watch/80239482,https://www.youtube.com/watch?v=HnG4ag3Nkes,92,6.3,17878.0,22.543,7.1,0
ts89832,Abyss,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.",SHOW,2019,"scifi, crime, fantasy, romance, comedy",KR,https://www.netflix.com/watch/81087762,https://www.youtube.com/watch?v=BaYkSTgCERw,61,7.1,2131.0,15.15,8.3,1
tm446625,Miles Davis: Birth of the Cool,"A visionary, innovator, and originator who defied categorization and embodied the word cool—a foray into the life and career of musical and cultural icon Miles Davis.",MOVIE,2019,"documentation, music",US,https://www.netflix.com/watch/80227122,https://www.youtube.com/watch?v=Tc-JxsEBUZI,115,7.4,1771.0,4.877,7.4,0
tm827501,Tall Girl,"Jodi, the tallest girl in her high school, has always felt uncomfortable in her own skin. But after years of slouching, being made fun of, and avoiding attention at all costs, Jodi finally decides to find the confidence to stand tall.",MOVIE,2019,"comedy, drama, family, romance",US,https://www.netflix.com/watch/81002412,https://www.youtube.com/watch?v=NfpXeLVzJIw,101,5.2,23071.0,25.358,6.4,0
ts225544,The Trials of Gabriel Fernandez,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,SHOW,2020,"crime, documentation",US,https://www.netflix.com/watch/80220207,https://www.youtube.com/watch?v=-T7VXlB4qUI,55,8.1,10982.0,9.821,7.5,1
tm428558,High Flying Bird,"During an NBA lockout, a sports agent, Ray Burke, presents his rookie client, Erick Scott, with an intriguing and controversial business opportunity.",MOVIE,2019,"drama, sport",US,https://www.netflix.com/watch/80991400,https://www.youtube.com/watch?v=0iL1K_l8Jyo,90,6.2,8514.0,7.304,5.7,0
ts84586,Spinning Out,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.",SHOW,2020,"drama, sport",US,https://www.netflix.com/watch/80201590,https://www.youtube.com/watch?v=AmdnhR1Ie7g,50,7.6,13692.0,14.067,8.1,1
ts106126,The Bonfire of Destiny,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.",SHOW,2019,"drama, history",FR,https://www.netflix.com/watch/80213020,https://www.youtube.com/watch?v=8Gj2JqQT5C4,50,7.6,4442.0,10.26,7.4,1
tm854669,Taylor Tomlinson: Quarter-Life Crisis,"Comedian Taylor Tomlinson is halfway through her 20s — and she's over it. From dating losers to a failed engagement, she takes aim at her life choices.",MOVIE,2020,comedy,US,https://www.netflix.com/watch/81157965,https://www.youtube.com/watch?v=eyg8_HBfVB0,61,7.4,3595.0,4.627,7.266,0
ts89747,High Seas,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,SHOW,2019,"drama, crime, comedy",ES,https://www.netflix.com/watch/80233258,https://www.youtube.com/watch?v=jxyXAXxRhKs,45,6.8,7154.0,20.911,7.0,1
tm316311,Wasp Network,"Havana, Cuba, 1990. René González, an airplane pilot, unexpectedly flees the country, leaving behind his wife Olga and his daughter Irma, and begins a new life in Miami, where he becomes a member of an anti-Castro organization.",MOVIE,2019,"drama, thriller, crime","BR, FR, ES, BE",https://www.netflix.com/watch/81000201,https://www.youtube.com/watch?v=taMNuQDTUr4,128,5.9,10136.0,10.195,6.1,0
ts288350,Julie and the Phantoms,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,SHOW,2020,"scifi, music, comedy, drama, family, fantasy, documentation",US,https://www.netflix.com/watch/80230534,https://www.youtube.com/watch?v=H14cBj0qO6Y,2,8.4,9461.0,13.926,8.584,1
tm464557,The Perfect Date,"No beau? No problem! To earn money for college, a high schooler creates a dating app that lets him act as a stand-in boyfriend.",MOVIE,2019,"romance, comedy",US,https://www.netflix.com/watch/81019888,https://www.youtube.com/watch?v=Hld-7oBn3Rk,93,5.8,37913.0,51.174,6.5,0
ts268560,The Uncanny Counter,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.",SHOW,2020,"drama, action, fantasy, horror",KR,https://www.netflix.com/watch/81323551,https://www.youtube.com/watch?v=bLwumRUEzkA,64,8.0,5552.0,28.255,8.8,1
ts224072,Self Made: Inspired by the Life of Madam C.J. Walker,"This limited series chronicles the incredible true story of Madam C.J. Walker, who was the first African American self-made millionaire.",SHOW,2020,"drama, history",US,https://www.netflix.com/watch/80202462,https://www.youtube.com/watch?v=yYDJvnDfB2w,47,7.3,11586.0,10.598,7.5,1
ts83107,V Wars,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.",SHOW,2019,"scifi, drama, horror",US,https://www.netflix.com/watch/80236118,https://www.youtube.com/watch?v=M1kuAdVKvuE,42,6.1,13531.0,19.7,7.7,1
ts216493,The Naked Director,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,SHOW,2019,"drama, comedy",JP,https://www.netflix.com/watch/80239462,https://www.youtube.com/watch?v=bUzxiWLH60I,51,7.7,6052.0,252.688,7.5,1
ts251067,The Baby-Sitters Club,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.",SHOW,2020,"family, comedy, drama",US,https://www.netflix.com/watch/81005407,https://www.youtube.com/watch?v=vivBx21jYC0,27,7.3,3786.0,29.598,8.0,1
tm451512,Close,"A counter-terrorism expert takes a job protecting a young heiress. After an attempted kidnapping puts both of their lives in danger, they must flee.",MOVIE,2019,"thriller, action, drama","GB, US",https://www.netflix.com/watch/80207371,https://www.youtube.com/watch?v=qWKsiHEpiJM,95,5.7,24063.0,17.405,5.82,0
tm927286,Making The Witcher,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series. Go behind the monsters, the ballads and every bit of magic that went into bringing The Witcher's Continent to life.",MOVIE,2020,documentation,GB,https://www.netflix.com/watch/81294111,https://www.youtube.com/watch?v=4-joBE3I3WY,32,6.8,442.0,19.659,7.6,0
tm938793,I Am Woman,"The story of Helen Reddy, who, in 1966, landed in New York with her three-year-old daughter, a suitcase, and $230 in her pocket. Within weeks, she was broke. Within months, she was in love. Within five years, she was one of the biggest superstars of her time and an icon of the 1970s feminist movement who wrote a song which galvanized a generation of women to fight for change.",MOVIE,2020,"drama, romance, history, music",AU,https://www.netflix.com/watch/81041593,https://www.youtube.com/watch?v=6WLMz8Qeg4A,116,6.6,2205.0,15.377,6.9,0
ts270465,SanPa: Sins of the Savior,"Amidst a heroin crisis, Vincenzo Muccioli cared for the addicted, earning him fierce public devotion -- even as charges of violence began to mount.",SHOW,2020,"documentation, history, crime",IT,https://www.netflix.com/watch/81010965,https://www.youtube.com/watch?v=t9zJbcdJ2rU,57,7.8,1488.0,1.775,7.6,1
ts89326,Persona,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,SHOW,2019,drama,KR,https://www.netflix.com/watch/81044884,https://www.youtube.com/watch?v=Zz2RE4rBJHg,22,6.6,1164.0,5.056,6.5,1
ts89326,Persona,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,SHOW,2019,drama,KR,https://www.netflix.com/watch/80163530,https://www.youtube.com/watch?v=Zz2RE4rBJHg,22,6.6,1164.0,5.056,6.5,1
ts89326,Persona,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,SHOW,2019,drama,KR,https://www.netflix.com/watch/80201851,https://www.youtube.com/watch?v=Zz2RE4rBJHg,22,6.6,1164.0,5.056,6.5,1
tm933375,Cuties,"Amy, an 11-year-old girl, joins a group of dancers named “the cuties” at school, and rapidly grows aware of her burgeoning femininity—upsetting her mother and her values in the process.",MOVIE,2020,"drama, european",FR,https://www.netflix.com/watch/81111198,https://www.youtube.com/watch?v=M0O7lLe4SmA,96,3.3,30030.0,10.271,5.3,0
ts76382,Carmen Sandiego,"A master thief who uses her skills for good, Carmen Sandiego travels the world foiling V.I.L.E.'s evil plans -- with help from her savvy sidekicks.",SHOW,2019,"action, crime, animation, thriller, family",US,https://www.netflix.com/watch/80167821,https://www.youtube.com/watch?v=shbiwCCMDHQ,23,7.9,5557.0,16.916,8.1,1
ts104449,The Liberator,The true story of one of the bloodiest battles of World War II.,SHOW,2020,"animation, action, drama, war",US,https://www.netflix.com/watch/81019775,https://www.youtube.com/watch?v=vZaIZgkCcXQ,49,7.6,5942.0,19.173,7.1,1
ts251617,Connected,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.",SHOW,2020,"documentation, comedy",US,https://www.netflix.com/watch/81031737,https://www.youtube.com/watch?v=B-aZrftUPlk,44,7.5,1704.0,4.812,8.2,1
ts251617,Connected,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.",SHOW,2020,"documentation, comedy",US,https://www.netflix.com/watch/81247245,https://www.youtube.com/watch?v=toBGv7yvIV8,44,7.5,1704.0,4.812,8.2,1
ts251617,Connected,"Science journalist Latif Nasser investigates the surprising and intricate ways in which we are connected to each other, the world and the universe.",SHOW,2020,"documentation, comedy",US,https://www.netflix.com/watch/70118801,https://www.youtube.com/watch?v=WawVnyspImw,44,7.5,1704.0,4.812,8.2,1
ts91124,Love Alarm,"Love Alarm is an app that tells you if someone within a 10-meter radius has a crush on you. It quickly becomes a social phenomenon. While everyone talks about it and uses it to test their love and popularity, Jojo is one of the few people who have yet to download the app. However, she soon faces a love triangle situation between Sun-oh whom she starts to have feelings for, and Hye-young, who has had a huge crush on her.",SHOW,2019,"scifi, romance, comedy, drama",KR,https://www.netflix.com/watch/80168068,https://www.youtube.com/watch?v=FW3rw0XQ-r4,49,6.8,5262.0,106.624,8.5,1
tm827508,The Boys in the Band,"At a birthday party in 1968 New York, a surprise guest and a drunken game leave seven gay friends reckoning with unspoken feelings and buried truths.",MOVIE,2020,drama,US,https://www.netflix.com/watch/81000365,https://www.youtube.com/watch?v=862Pb9oDDAo,121,6.8,14938.0,11.082,6.8,0
ts88312,The Eddy,"The owner of a Paris jazz club gets tangled up with dangerous criminals as he fights to protect his business, his band and his teenage daughter.",SHOW,2020,"drama, music, thriller","FR, US",https://www.netflix.com/watch/80197844,https://www.youtube.com/watch?v=BMUPp_hNMlM,58,7.1,2908.0,8.046,6.6,1
ts256007,Love & Anarchy,A married consultant and a young IT tech kick off a flirty game that challenges societal norms — and leads them to re-evaluate their entire lives.,SHOW,2020,"comedy, drama, romance",SE,https://www.netflix.com/watch/81069541,https://www.youtube.com/watch?v=97VS9HaEwY8,29,7.4,7896.0,13.59,7.3,1
ts89958,Arthdal Chronicles,"In a mythical land called Arth, the inhabitants of the ancient city of Arthdal and its surrounding regions vie for power as they build a new society.",SHOW,2019,"drama, action, romance, fantasy, history",KR,https://www.netflix.com/watch/81028895,https://www.youtube.com/watch?v=nWf3aEvyR5k,80,8.3,4200.0,16.156,8.114,1
tm120072,Let It Snow,"In a small town on Christmas Eve, a snowstorm brings together a group of young people. They soon find their friendships and love lives colliding, and come Christmas morning, nothing will be the same.",MOVIE,2019,"comedy, romance",US,https://www.netflix.com/watch/80201542,https://www.youtube.com/watch?v=pitxxQYZcug,93,5.8,21515.0,14.599,6.101,0
ts101408,The Mess You Leave Behind,"Based on the novel of the same name winner of the Primavera award 2016. Raquel, a young literature teacher, gives her marriage a second chance and moves to her husband's birth town, which hides a dark secret she will try to unravel.",SHOW,2020,"thriller, crime, drama",ES,https://www.netflix.com/watch/81033361,https://www.youtube.com/watch?v=_hUsbE6xAEY,45,6.8,8848.0,27.981,6.916,1
tm845437,Disclosure,"An investigation of how Hollywood's fabled stories have deeply influenced how Americans feel about transgender people, and how transgender people have been taught to feel about themselves.",MOVIE,2020,documentation,US,https://www.netflix.com/watch/81284247,https://www.youtube.com/watch?v=_UtApAxpjJ0,107,8.2,5301.0,13.019,8.2,0
tm981451,Death to 2020,"2020: A year so [insert adjective of choice here], even the creators of Black Mirror couldn't make it up… but that doesn't mean they don't have a little something to add. This comedy event that tells the story of the dreadful year that was — and perhaps still is? The documentary-style special weaves together some of the world's most (fictitious) renowned voices with real-life archival footage.",MOVIE,2020,comedy,"GB, US",https://www.netflix.com/watch/81332175,https://www.youtube.com/watch?v=veUqfcyZ_Bo,71,6.8,38301.0,10.954,6.6,0
tm511940,Lying and Stealing,"Ivan steals art for the Greek. He wants out but can he? He meets an actress at two of his ""jobs"". She has her own problems but helps him.",MOVIE,2019,"crime, drama, comedy",US,https://www.netflix.com/watch/81028108,https://www.youtube.com/watch?v=mKXa10VDQj4,100,5.4,5596.0,20.588,6.0,0
ts315066,Vampires,"A Paris teen who's half human, half vampire grapples with her emerging powers and family turmoil as she's pursued by a secret vampire community.",SHOW,2020,"scifi, drama, fantasy, horror",FR,https://www.netflix.com/watch/5670394,https://www.youtube.com/watch?v=iLMnslWrM2s,40,5.6,1234.0,14.702,7.5,1
tm890674,Becoming,"Join former first lady Michelle Obama in an intimate documentary looking at her life, hopes and connection with others.",MOVIE,2020,documentation,US,https://www.netflix.com/watch/81122487,https://www.youtube.com/watch?v=wePNJGL7nDU,89,6.8,6305.0,9.982,7.5,0
ts216474,The Trial,"A group of characters is implicated in the murder of Angelica. They all walk on a razor's edge searching for the truth, waiting for a verdict, which will establish, in a way or another, a new course for their lives.",SHOW,2019,"crime, thriller, drama",IT,https://www.netflix.com/watch/81221302,https://www.youtube.com/watch?v=eAnJRvbEBeQ,50,7.2,3032.0,7.175,7.5,1
tm881162,Athlete A,Follow the Indianapolis Star reporters that broke the story about USA Gymnastics doctor Larry Nassar's abuse and hear from gymnasts.,MOVIE,2020,"documentation, crime, sport",US,https://www.netflix.com/watch/81034185,https://www.youtube.com/watch?v=JzeP0DKSqdQ,104,7.6,10544.0,11.88,7.7,0
ts189405,Killer Ratings,"The true-life story of Brazilian TV host Wallace Souza, who was accused of literally killing for ratings, and using his crime TV show to cover up the grizzly truth.",SHOW,2019,"documentation, crime",BR,https://www.netflix.com/watch/80217946,https://www.youtube.com/watch?v=thDPriFPjRw,50,7.6,1671.0,3.109,7.6,1
ts93482,The Last Kids on Earth,"Young teenager Jack Sullivan and a group of friends live in a decked-out tree house, playing video games, eating candy, and fighting zombies in the aftermath of a monster apocalypse.",SHOW,2019,"animation, comedy, family, horror, scifi",US,https://www.netflix.com/watch/80219119,https://www.youtube.com/watch?v=ZvB7VwapZ68,58,7.3,1293.0,13.206,8.4,1
tm471922,An Easy Girl,"Naïma has just turned 16. This summer, she will have to decide what she wants from life if she doesn’t want to miss out. Then her cousin Sofia arrives, with an amazing body and a dangerously seductive lifestyle. Naïma desires only to follow her own path, so long as it leads upwards… Despite the warnings of her best friend Dodo, she and Sofia will live through unforgettable encounters during a long summer that will mark them forever.",MOVIE,2019,"comedy, drama, european",FR,https://www.netflix.com/watch/81081603,https://www.youtube.com/watch?v=yvFGs-Ob8OA,92,5.6,4911.0,16.345,5.6,0
tm818502,"Live Twice, Love Once",A retired academic teacher tries to find the love of his youth after being diagnosed with Alzheimer's.,MOVIE,2019,"comedy, drama, european",ES,https://www.netflix.com/watch/80233408,https://www.youtube.com/watch?v=s1gr3KGxUjc,101,7.2,6492.0,14.209,7.5,0
ts236725,Lenox Hill,From birth to brain surgery: This docuseries provides an intimate look at the lifesaving work of four doctors at Lenox Hill Hospital in NYC.,SHOW,2020,documentation,US,https://www.netflix.com/watch/80201728,https://www.youtube.com/watch?v=Hp04bzD5bJI,50,8.7,2276.0,6.268,6.8,1
ts113637,The Alcàsser Murders,True crime documentary examining one of the most controversial crimes in Spanish history.,SHOW,2019,"documentation, crime",ES,https://www.netflix.com/watch/80213115,https://www.youtube.com/watch?v=jKyznhjhEYA,61,7.1,2127.0,7.573,7.4,1
tm887450,Made You Look: A True Story About Fake Art,"A woman walks into a New York gallery with a cache of unknown masterworks. Thus begins a story of art world greed, willfulness and a high-stakes con.",MOVIE,2020,"documentation, crime",CA,https://www.netflix.com/watch/81406333,https://www.youtube.com/watch?v=zlDJN0Iqpno,96,7.0,4111.0,4.929,7.0,0
tm430171,Screwball,Investigates the MLB's infamous doping scandal involving a nefarious clinician and his most famous client: the New York Yankees' Alex Rodriguez.,MOVIE,2019,"documentation, history",US,https://www.netflix.com/watch/81047680,https://www.youtube.com/watch?v=XJUhgT65r8M,105,7.1,1678.0,4.692,6.2,0
tm936396,Holidate,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",MOVIE,2020,"romance, comedy",US,https://www.netflix.com/watch/81034553,https://www.youtube.com/watch?v=hxaaAoI57fk,103,6.1,61924.0,13.344,7.1,0
